"","date","pm25","pm10","o3","no2","so2","co"
"460","4/09/2018",28,NA,NA,NA,NA,NA
"461","5/09/2018",33,NA,NA,NA,NA,NA
"462","6/09/2018",34,NA,NA,NA,NA,NA
"463","7/09/2018",13,NA,NA,NA,NA,NA
"464","8/09/2018",16,NA,NA,NA,NA,NA
"465","9/09/2018",36,NA,NA,NA,NA,NA
"466","10/09/2018",18,NA,NA,NA,NA,NA
"467","11/09/2018",21,NA,NA,NA,NA,NA
"468","12/09/2018",24,NA,NA,NA,NA,NA
"469","13/09/2018",22,NA,NA,NA,NA,NA
"470","14/09/2018",27,NA,NA,NA,NA,NA
"471","15/09/2018",20,NA,NA,NA,NA,NA
"472","16/09/2018",11,NA,NA,NA,NA,NA
"473","17/09/2018",11,NA,NA,NA,NA,NA
"474","18/09/2018",16,NA,NA,NA,NA,NA
"475","19/09/2018",11,NA,NA,NA,NA,NA
"476","20/09/2018",13,NA,NA,NA,NA,NA
"477","21/09/2018",21,NA,NA,NA,NA,NA
"478","22/09/2018",23,NA,NA,NA,NA,NA
"479","23/09/2018",29,NA,NA,NA,NA,NA
"480","24/09/2018",29,NA,NA,NA,NA,NA
"481","25/09/2018",18,NA,NA,NA,NA,NA
"482","26/09/2018",21,NA,NA,NA,NA,NA
"483","27/09/2018",23,NA,NA,NA,NA,NA
"484","28/09/2018",32,NA,NA,NA,NA,NA
"485","29/09/2018",15,NA,NA,NA,NA,NA
"486","30/09/2018",11,NA,NA,NA,NA,NA
"487","1/10/2018",19,NA,NA,NA,NA,NA
"488","2/10/2018",17,NA,NA,NA,NA,NA
"489","3/10/2018",20,NA,NA,NA,NA,NA
"490","4/10/2018",25,NA,NA,NA,NA,NA
"491","5/10/2018",23,NA,NA,NA,NA,NA
"492","6/10/2018",24,NA,NA,NA,NA,NA
"493","7/10/2018",25,NA,NA,NA,NA,NA
"494","8/10/2018",40,NA,NA,NA,NA,NA
"495","9/10/2018",39,NA,NA,NA,NA,NA
"496","11/10/2018",24,NA,NA,NA,NA,NA
"497","12/10/2018",21,NA,NA,NA,NA,NA
"498","13/10/2018",23,NA,NA,NA,NA,NA
"499","14/10/2018",18,NA,NA,NA,NA,NA
"500","15/10/2018",16,NA,NA,NA,NA,NA
"501","16/10/2018",11,NA,NA,NA,NA,NA
"502","17/10/2018",17,NA,NA,NA,NA,NA
"503","18/10/2018",14,NA,NA,NA,NA,NA
"504","19/10/2018",10,NA,NA,NA,NA,NA
"505","20/10/2018",14,NA,NA,NA,NA,NA
"506","21/10/2018",18,NA,NA,NA,NA,NA
"507","22/10/2018",27,NA,NA,NA,NA,NA
"508","23/10/2018",17,NA,NA,NA,NA,NA
"509","24/10/2018",25,NA,NA,NA,NA,NA
"510","25/10/2018",31,NA,NA,NA,NA,NA
"511","26/10/2018",25,NA,NA,NA,NA,NA
"512","27/10/2018",30,NA,NA,NA,NA,NA
"513","28/10/2018",25,NA,NA,NA,NA,NA
"514","29/10/2018",22,NA,NA,NA,NA,NA
"515","30/10/2018",19,NA,NA,NA,NA,NA
"516","31/10/2018",28,NA,NA,NA,NA,NA
"517","1/11/2018",43,NA,NA,NA,NA,NA
"518","2/11/2018",46,NA,NA,NA,NA,NA
"519","3/11/2018",44,NA,NA,NA,NA,NA
"520","4/11/2018",38,NA,NA,NA,NA,NA
"521","5/11/2018",30,NA,NA,NA,NA,NA
"522","6/11/2018",38,NA,NA,NA,NA,NA
"523","7/11/2018",31,NA,NA,NA,NA,NA
"524","8/11/2018",31,NA,NA,NA,NA,NA
"525","9/11/2018",16,NA,NA,NA,NA,NA
"526","10/11/2018",19,NA,NA,NA,NA,NA
"527","11/11/2018",20,NA,NA,NA,NA,NA
"528","12/11/2018",18,NA,NA,NA,NA,NA
"529","13/11/2018",23,NA,NA,NA,NA,NA
"530","14/11/2018",33,NA,NA,NA,NA,NA
"531","15/11/2018",30,NA,NA,NA,NA,NA
"532","16/11/2018",19,NA,NA,NA,NA,NA
"533","17/11/2018",22,NA,NA,NA,NA,NA
"534","18/11/2018",20,NA,NA,NA,NA,NA
"535","19/11/2018",25,NA,NA,NA,NA,NA
"536","20/11/2018",230,NA,NA,NA,NA,NA
"537","21/11/2018",31,NA,NA,NA,NA,NA
"538","22/11/2018",36,NA,NA,NA,NA,NA
"539","23/11/2018",29,NA,NA,NA,NA,NA
"540","24/11/2018",27,NA,NA,NA,NA,NA
"541","25/11/2018",24,NA,NA,NA,NA,NA
"542","26/11/2018",21,NA,NA,NA,NA,NA
"543","27/11/2018",26,NA,NA,NA,NA,NA
"544","28/11/2018",31,NA,NA,NA,NA,NA
"545","29/11/2018",34,NA,NA,NA,NA,NA
"546","30/11/2018",27,NA,NA,NA,NA,NA
"547","1/12/2018",29,NA,NA,NA,NA,NA
"548","2/12/2018",21,NA,NA,NA,NA,NA
"549","3/12/2018",17,NA,NA,NA,NA,NA
"550","4/12/2018",17,NA,NA,NA,NA,NA
"551","5/12/2018",19,NA,NA,NA,NA,NA
"552","7/12/2018",43,NA,NA,NA,NA,NA
"553","8/12/2018",33,NA,NA,NA,NA,NA
"554","9/12/2018",35,NA,NA,NA,NA,NA
"555","10/12/2018",34,NA,NA,NA,NA,NA
"556","11/12/2018",30,NA,NA,NA,NA,NA
"557","12/12/2018",29,NA,NA,NA,NA,NA
"558","13/12/2018",42,NA,NA,NA,NA,NA
"559","14/12/2018",27,NA,NA,NA,NA,NA
"560","15/12/2018",35,NA,NA,NA,NA,NA
"561","16/12/2018",51,NA,NA,NA,NA,NA
"562","17/12/2018",31,NA,NA,NA,NA,NA
"563","18/12/2018",27,NA,NA,NA,NA,NA
"564","19/12/2018",21,NA,NA,NA,NA,NA
"565","20/12/2018",23,NA,NA,NA,NA,NA
"566","22/12/2018",26,NA,NA,NA,NA,NA
"567","23/12/2018",16,NA,NA,NA,NA,NA
"568","24/12/2018",10,NA,NA,NA,NA,NA
"569","25/12/2018",18,NA,NA,NA,NA,NA
"570","26/12/2018",23,NA,NA,NA,NA,NA
"571","27/12/2018",18,NA,NA,NA,NA,NA
"572","28/12/2018",30,NA,NA,NA,NA,NA
"573","29/12/2018",48,NA,NA,NA,NA,NA
"574","30/12/2018",35,NA,NA,NA,NA,NA
"575","31/12/2018",37,NA,NA,NA,NA,NA
"576","2/01/2019",49,NA,NA,NA,NA,NA
"577","3/01/2019",24,NA,NA,NA,NA,NA
"578","4/01/2019",30,NA,NA,NA,NA,NA
"579","5/01/2019",56,NA,NA,NA,NA,NA
"580","6/01/2019",38,NA,NA,NA,NA,NA
"581","7/01/2019",20,NA,NA,NA,NA,NA
"582","8/01/2019",13,NA,NA,NA,NA,NA
"583","9/01/2019",31,NA,NA,NA,NA,NA
"584","10/01/2019",26,NA,NA,NA,NA,NA
"585","11/01/2019",21,NA,NA,NA,NA,NA
"586","12/01/2019",22,NA,NA,NA,NA,NA
"587","13/01/2019",34,NA,NA,NA,NA,NA
"588","14/01/2019",35,NA,NA,NA,NA,NA
"589","15/01/2019",50,NA,NA,NA,NA,NA
"590","16/01/2019",65,NA,NA,NA,NA,NA
"591","17/01/2019",55,NA,NA,NA,NA,NA
"592","18/01/2019",54,NA,NA,NA,NA,NA
"593","19/01/2019",52,NA,NA,NA,NA,NA
"594","20/01/2019",40,NA,NA,NA,NA,NA
"595","21/01/2019",24,NA,NA,NA,NA,NA
"596","22/01/2019",34,NA,NA,NA,NA,NA
"597","23/01/2019",53,NA,NA,NA,NA,NA
"598","24/01/2019",41,NA,NA,NA,NA,NA
"599","25/01/2019",34,NA,NA,NA,NA,NA
"600","26/01/2019",51,NA,NA,NA,NA,NA
"601","27/01/2019",42,NA,NA,NA,NA,NA
"602","28/01/2019",20,NA,NA,NA,NA,NA
"603","29/01/2019",23,NA,NA,NA,NA,NA
"604","30/01/2019",36,NA,NA,NA,NA,NA
"605","1/02/2019",23,NA,NA,NA,NA,NA
"606","2/02/2019",22,NA,NA,NA,NA,NA
"607","3/02/2019",41,NA,NA,NA,NA,NA
"608","4/02/2019",65,NA,NA,NA,NA,NA
"609","5/02/2019",51,NA,NA,NA,NA,NA
"610","7/02/2019",50,NA,NA,NA,NA,NA
"611","8/02/2019",43,NA,NA,NA,NA,NA
"612","9/02/2019",52,NA,NA,NA,NA,NA
"613","10/02/2019",31,NA,NA,NA,NA,NA
"614","11/02/2019",24,NA,NA,NA,NA,NA
"615","12/02/2019",30,NA,NA,NA,NA,NA
"616","13/02/2019",20,NA,NA,NA,NA,NA
"617","14/02/2019",33,NA,NA,NA,NA,NA
"618","15/02/2019",29,NA,NA,NA,NA,NA
"619","16/02/2019",33,NA,NA,NA,NA,NA
"620","17/02/2019",40,NA,NA,NA,NA,NA
"621","18/02/2019",51,NA,NA,NA,NA,NA
"622","19/02/2019",40,NA,NA,NA,NA,NA
"623","20/02/2019",36,NA,NA,NA,NA,NA
"624","21/02/2019",27,NA,NA,NA,NA,NA
"625","22/02/2019",28,NA,NA,NA,NA,NA
"626","23/02/2019",21,NA,NA,NA,NA,NA
"627","24/02/2019",19,NA,NA,NA,NA,NA
"628","25/02/2019",35,NA,NA,NA,NA,NA
"629","26/02/2019",42,NA,NA,NA,NA,NA
"630","27/02/2019",39,NA,NA,NA,NA,NA
"631","28/02/2019",38,NA,NA,NA,NA,NA
"632","1/03/2019",57,NA,NA,NA,NA,NA
"633","2/03/2019",47,NA,NA,NA,NA,NA
"634","3/03/2019",36,NA,NA,NA,NA,NA
"635","4/03/2019",38,NA,NA,NA,NA,NA
"636","5/03/2019",45,NA,NA,NA,NA,NA
"637","6/03/2019",38,NA,NA,NA,NA,NA
"638","7/03/2019",30,NA,NA,NA,NA,NA
"639","8/03/2019",27,NA,NA,NA,NA,NA
"640","9/03/2019",28,NA,NA,NA,NA,NA
"641","10/03/2019",40,NA,NA,NA,NA,NA
"642","11/03/2019",68,NA,NA,NA,NA,NA
"643","12/03/2019",35,NA,NA,NA,NA,NA
"644","13/03/2019",34,NA,NA,NA,NA,NA
"645","14/03/2019",22,NA,NA,NA,NA,NA
"646","15/03/2019",22,NA,NA,NA,NA,NA
"647","16/03/2019",32,NA,NA,NA,NA,NA
"648","17/03/2019",30,NA,NA,NA,NA,NA
"649","18/03/2019",58,NA,NA,NA,NA,NA
"650","19/03/2019",56,NA,NA,NA,NA,NA
"651","20/03/2019",18,NA,NA,NA,NA,NA
"652","21/03/2019",24,NA,NA,NA,NA,NA
"653","23/03/2019",53,NA,NA,NA,NA,NA
"654","24/03/2019",48,NA,NA,NA,NA,NA
"655","25/03/2019",25,NA,NA,NA,NA,NA
"656","26/03/2019",18,NA,NA,NA,NA,NA
"657","27/03/2019",19,NA,NA,NA,NA,NA
"658","28/03/2019",35,NA,NA,NA,NA,NA
"659","29/03/2019",28,NA,NA,NA,NA,NA
"660","30/03/2019",28,NA,NA,NA,NA,NA
"661","31/03/2019",17,NA,NA,NA,NA,NA
"662","1/04/2019",10,NA,NA,NA,NA,NA
"663","2/04/2019",14,NA,NA,NA,NA,NA
"664","3/04/2019",16,NA,NA,NA,NA,NA
"665","4/04/2019",24,NA,NA,NA,NA,NA
"666","5/04/2019",40,NA,NA,NA,NA,NA
"667","6/04/2019",51,NA,NA,NA,NA,NA
"668","10/04/2019",22,NA,NA,NA,NA,NA
"669","11/04/2019",23,NA,NA,NA,NA,NA
"670","12/04/2019",12,NA,NA,NA,NA,NA
"671","13/04/2019",25,NA,NA,NA,NA,NA
"672","14/04/2019",36,NA,NA,NA,NA,NA
"673","15/04/2019",39,NA,NA,NA,NA,NA
"674","16/04/2019",59,NA,NA,NA,NA,NA
"675","17/04/2019",50,NA,NA,NA,NA,NA
"676","18/04/2019",33,NA,NA,NA,NA,NA
"677","19/04/2019",25,NA,NA,NA,NA,NA
"678","20/04/2019",21,NA,NA,NA,NA,NA
"679","21/04/2019",46,NA,NA,NA,NA,NA
"680","22/04/2019",37,NA,NA,NA,NA,NA
"681","23/04/2019",17,NA,NA,NA,NA,NA
"682","24/04/2019",13,NA,NA,NA,NA,NA
"683","25/04/2019",27,NA,NA,NA,NA,NA
"684","26/04/2019",31,NA,NA,NA,NA,NA
"685","27/04/2019",30,NA,NA,NA,NA,NA
"686","28/04/2019",18,NA,NA,NA,NA,NA
"687","29/04/2019",4,NA,NA,NA,NA,NA
"688","30/04/2019",11,NA,NA,NA,NA,NA
"689","1/05/2019",18,NA,NA,NA,NA,NA
"690","2/05/2019",25,NA,NA,NA,NA,NA
"691","3/05/2019",12,NA,NA,NA,NA,NA
"692","4/05/2019",16,NA,NA,NA,NA,NA
"693","5/05/2019",17,NA,NA,NA,NA,NA
"694","6/05/2019",16,NA,NA,NA,NA,NA
"695","7/05/2019",19,NA,NA,NA,NA,NA
"696","8/05/2019",21,NA,NA,NA,NA,NA
"697","9/05/2019",11,NA,NA,NA,NA,NA
"698","10/05/2019",14,NA,NA,NA,NA,NA
"699","11/05/2019",20,NA,NA,NA,NA,NA
"700","12/05/2019",17,NA,NA,NA,NA,NA
"701","13/05/2019",14,NA,NA,NA,NA,NA
"702","14/05/2019",8,NA,NA,NA,NA,NA
"703","15/05/2019",10,NA,NA,NA,NA,NA
"704","16/05/2019",30,NA,NA,NA,NA,NA
"705","17/05/2019",34,NA,NA,NA,NA,NA
"706","18/05/2019",56,NA,NA,NA,NA,NA
"707","19/05/2019",69,NA,NA,NA,NA,NA
"708","20/05/2019",66,NA,NA,NA,NA,NA
"709","21/05/2019",37,NA,NA,NA,NA,NA
"710","22/05/2019",28,NA,NA,NA,NA,NA
"711","23/05/2019",34,NA,NA,NA,NA,NA
"712","24/05/2019",28,NA,NA,NA,NA,NA
"713","25/05/2019",22,NA,NA,NA,NA,NA
"714","26/05/2019",21,NA,NA,NA,NA,NA
"715","27/05/2019",14,NA,NA,NA,NA,NA
"716","29/05/2019",17,NA,NA,NA,NA,NA
"717","30/05/2019",13,NA,NA,NA,NA,NA
"718","31/05/2019",24,NA,NA,NA,NA,NA
"719","1/06/2019",28,NA,NA,NA,NA,NA
"720","2/06/2019",34,NA,NA,NA,NA,NA
"721","3/06/2019",31,NA,NA,NA,NA,NA
"722","4/06/2019",23,NA,NA,NA,NA,NA
"723","5/06/2019",20,NA,NA,NA,NA,NA
"724","6/06/2019",19,NA,NA,NA,NA,NA
"725","7/06/2019",23,NA,NA,NA,NA,NA
"726","8/06/2019",23,NA,NA,NA,NA,NA
"727","9/06/2019",41,NA,NA,NA,NA,NA
"728","10/06/2019",33,NA,NA,NA,NA,NA
"729","11/06/2019",20,NA,NA,NA,NA,NA
"730","12/06/2019",20,NA,NA,NA,NA,NA
"731","13/06/2019",16,NA,NA,NA,NA,NA
"732","14/06/2019",16,NA,NA,NA,NA,NA
"733","15/06/2019",22,NA,NA,NA,NA,NA
"734","16/06/2019",26,NA,NA,NA,NA,NA
"735","17/06/2019",36,NA,NA,NA,NA,NA
"736","18/06/2019",47,NA,NA,NA,NA,NA
"737","19/06/2019",20,NA,NA,NA,NA,NA
"738","20/06/2019",15,NA,NA,NA,NA,NA
"739","21/06/2019",27,NA,NA,NA,NA,NA
"740","22/06/2019",31,NA,NA,NA,NA,NA
"741","23/06/2019",36,NA,NA,NA,NA,NA
"742","24/06/2019",58,NA,NA,NA,NA,NA
"743","25/06/2019",71,NA,NA,NA,NA,NA
"744","26/06/2019",47,NA,NA,NA,NA,NA
"745","27/06/2019",32,NA,NA,NA,NA,NA
"746","28/06/2019",32,NA,NA,NA,NA,NA
"747","29/06/2019",20,NA,NA,NA,NA,NA
"748","30/06/2019",15,NA,NA,NA,NA,NA
"749","1/07/2019",12,NA,NA,NA,NA,NA
"750","2/07/2019",16,NA,NA,NA,NA,NA
"751","3/07/2019",14,NA,NA,NA,NA,NA
"752","4/07/2019",34,NA,NA,NA,NA,NA
"753","5/07/2019",39,NA,NA,NA,NA,NA
"754","6/07/2019",75,NA,NA,NA,NA,NA
"755","7/07/2019",57,NA,NA,NA,NA,NA
"756","8/07/2019",41,NA,NA,NA,NA,NA
"757","9/07/2019",17,NA,NA,NA,NA,NA
"758","10/07/2019",22,NA,NA,NA,NA,NA
"759","11/07/2019",15,NA,NA,NA,NA,NA
"760","12/07/2019",13,NA,NA,NA,NA,NA
"761","13/07/2019",22,NA,NA,NA,NA,NA
"762","14/07/2019",15,NA,NA,NA,NA,NA
"763","15/07/2019",14,NA,NA,NA,NA,NA
"764","16/07/2019",29,NA,NA,NA,NA,NA
"765","17/07/2019",27,NA,NA,NA,NA,NA
"766","18/07/2019",20,NA,NA,NA,NA,NA
"767","19/07/2019",25,NA,NA,NA,NA,NA
"768","20/07/2019",23,NA,NA,NA,NA,NA
"769","21/07/2019",20,NA,NA,NA,NA,NA
"770","22/07/2019",9,NA,NA,NA,NA,NA
"771","23/07/2019",16,NA,NA,NA,NA,NA
"772","24/07/2019",15,NA,NA,NA,NA,NA
"773","25/07/2019",14,NA,NA,NA,NA,NA
"774","26/07/2019",13,NA,NA,NA,NA,NA
"775","27/07/2019",14,NA,NA,NA,NA,NA
"776","28/07/2019",29,NA,NA,NA,NA,NA
"777","29/07/2019",30,NA,NA,NA,NA,NA
"778","30/07/2019",26,NA,NA,NA,NA,NA
"779","31/07/2019",20,NA,NA,NA,NA,NA
"780","1/08/2019",32,NA,NA,NA,NA,NA
"781","2/08/2019",43,NA,NA,NA,NA,NA
"782","3/08/2019",30,NA,NA,NA,NA,NA
"783","4/08/2019",23,NA,NA,NA,NA,NA
"784","5/08/2019",20,NA,NA,NA,NA,NA
"785","6/08/2019",25,NA,NA,NA,NA,NA
"786","7/08/2019",10,NA,NA,NA,NA,NA
"787","8/08/2019",13,NA,NA,NA,NA,NA
"788","9/08/2019",16,NA,NA,NA,NA,NA
"789","10/08/2019",11,NA,NA,NA,NA,NA
"790","11/08/2019",19,NA,NA,NA,NA,NA
"791","12/08/2019",18,NA,NA,NA,NA,NA
"792","13/08/2019",25,NA,NA,NA,NA,NA
"793","14/08/2019",19,NA,NA,NA,NA,NA
"794","15/08/2019",20,NA,NA,NA,NA,NA
"795","16/08/2019",9,NA,NA,NA,NA,NA
"796","17/08/2019",12,NA,NA,NA,NA,NA
"797","18/08/2019",24,NA,NA,NA,NA,NA
"798","19/08/2019",14,NA,NA,NA,NA,NA
"799","20/08/2019",8,NA,NA,NA,NA,NA
"800","21/08/2019",14,NA,NA,NA,NA,NA
"801","22/08/2019",14,NA,NA,NA,NA,NA
"802","23/08/2019",28,NA,NA,NA,NA,NA
"803","24/08/2019",37,NA,NA,NA,NA,NA
"804","25/08/2019",16,NA,NA,NA,NA,NA
"805","26/08/2019",17,NA,NA,NA,NA,NA
"806","27/08/2019",22,NA,NA,NA,NA,NA
"807","28/08/2019",31,NA,NA,NA,NA,NA
"808","29/08/2019",17,NA,NA,NA,NA,NA
"809","30/08/2019",19,NA,NA,NA,NA,NA
"810","31/08/2019",30,NA,NA,NA,NA,NA
"811","1/09/2019",47,NA,NA,NA,NA,NA
"812","2/09/2019",13,NA,NA,NA,NA,NA
"813","3/09/2019",16,NA,NA,NA,NA,NA
"814","4/09/2019",17,NA,NA,NA,NA,NA
"815","5/09/2019",34,NA,NA,NA,NA,NA
"816","6/09/2019",26,NA,NA,NA,NA,NA
"817","7/09/2019",22,NA,NA,NA,NA,NA
"818","8/09/2019",17,NA,NA,NA,NA,NA
"819","9/09/2019",14,NA,NA,NA,NA,NA
"820","10/09/2019",21,NA,NA,NA,NA,NA
"821","11/09/2019",27,NA,NA,NA,NA,NA
"822","12/09/2019",29,NA,NA,NA,NA,NA
"823","13/09/2019",17,NA,NA,NA,NA,NA
"824","14/09/2019",26,NA,NA,NA,NA,NA
"825","15/09/2019",29,NA,NA,NA,NA,NA
"826","16/09/2019",27,NA,NA,NA,NA,NA
"827","17/09/2019",19,NA,NA,NA,NA,NA
"828","18/09/2019",15,NA,NA,NA,NA,NA
"829","19/09/2019",18,NA,NA,NA,NA,NA
"830","20/09/2019",25,NA,NA,NA,NA,NA
"831","21/09/2019",20,NA,NA,NA,NA,NA
"832","22/09/2019",28,NA,NA,NA,NA,NA
"833","23/09/2019",15,NA,NA,NA,NA,NA
"834","24/09/2019",9,NA,NA,NA,NA,NA
"835","25/09/2019",11,NA,NA,NA,NA,NA
"836","26/09/2019",18,NA,NA,NA,NA,NA
"837","27/09/2019",21,NA,NA,NA,NA,NA
"838","28/09/2019",12,NA,NA,NA,NA,NA
"839","29/09/2019",18,NA,NA,NA,NA,NA
"840","30/09/2019",18,NA,NA,NA,NA,NA
"841","1/10/2019",19,NA,NA,NA,NA,NA
"842","2/10/2019",25,NA,NA,NA,NA,NA
"843","3/10/2019",39,NA,NA,NA,NA,NA
"844","4/10/2019",33,NA,NA,NA,NA,NA
"845","5/10/2019",26,NA,NA,NA,NA,NA
"846","6/10/2019",21,NA,NA,NA,NA,NA
"847","7/10/2019",28,NA,NA,NA,NA,NA
"848","8/10/2019",13,NA,NA,NA,NA,NA
"849","9/10/2019",14,NA,NA,NA,NA,NA
"850","10/10/2019",15,NA,NA,NA,NA,NA
"851","11/10/2019",14,NA,NA,NA,NA,NA
"852","12/10/2019",18,NA,NA,NA,NA,NA
"853","13/10/2019",14,NA,NA,NA,NA,NA
"854","14/10/2019",17,NA,NA,NA,NA,NA
"855","15/10/2019",15,NA,NA,NA,NA,NA
"856","16/10/2019",22,NA,NA,NA,NA,NA
"857","17/10/2019",16,NA,NA,NA,NA,NA
"858","18/10/2019",17,NA,NA,NA,NA,NA
"859","19/10/2019",19,NA,NA,NA,NA,NA
"860","20/10/2019",19,NA,NA,NA,NA,NA
"861","21/10/2019",19,NA,NA,NA,NA,NA
"862","22/10/2019",21,NA,NA,NA,NA,NA
"863","23/10/2019",32,NA,NA,NA,NA,NA
"864","24/10/2019",55,NA,NA,NA,NA,NA
"865","25/10/2019",49,NA,NA,NA,NA,NA
"866","26/10/2019",39,NA,NA,NA,NA,NA
"867","27/10/2019",35,NA,NA,NA,NA,NA
"868","28/10/2019",26,NA,NA,NA,NA,NA
"869","29/10/2019",30,NA,NA,NA,NA,NA
"870","30/10/2019",43,NA,NA,NA,NA,NA
"871","31/10/2019",50,NA,NA,NA,NA,NA
"872","1/11/2019",53,NA,NA,NA,NA,NA
"873","2/11/2019",32,NA,NA,NA,NA,NA
"874","3/11/2019",34,NA,NA,NA,NA,NA
"875","4/11/2019",19,NA,NA,NA,NA,NA
"876","5/11/2019",16,NA,NA,NA,NA,NA
"877","6/11/2019",17,NA,NA,NA,NA,NA
"878","7/11/2019",18,NA,NA,NA,NA,NA
"879","8/11/2019",13,NA,NA,NA,NA,NA
"880","9/11/2019",14,NA,NA,NA,NA,NA
"881","10/11/2019",21,NA,NA,NA,NA,NA
"882","11/11/2019",17,NA,NA,NA,NA,NA
"883","12/11/2019",13,NA,NA,NA,NA,NA
"884","13/11/2019",16,NA,NA,NA,NA,NA
"885","14/11/2019",25,NA,NA,NA,NA,NA
"886","15/11/2019",20,NA,NA,NA,NA,NA
"887","16/11/2019",17,NA,NA,NA,NA,NA
"888","17/11/2019",29,NA,NA,NA,NA,NA
"889","18/11/2019",24,NA,NA,NA,NA,NA
"890","19/11/2019",17,NA,NA,NA,NA,NA
"891","20/11/2019",21,NA,NA,NA,NA,NA
"892","24/11/2019",24,NA,NA,NA,NA,NA
"893","25/11/2019",27,NA,NA,NA,NA,NA
"894","26/11/2019",28,NA,NA,NA,NA,NA
"895","27/11/2019",24,NA,NA,NA,NA,NA
"896","28/11/2019",20,NA,NA,NA,NA,NA
"897","29/11/2019",20,NA,NA,NA,NA,NA
"898","30/11/2019",36,NA,NA,NA,NA,NA
"899","1/12/2019",29,NA,NA,NA,NA,NA
"900","2/12/2019",15,NA,NA,NA,NA,NA
"901","4/12/2019",19,NA,NA,NA,NA,NA
"902","5/12/2019",17,NA,NA,NA,NA,NA
"903","6/12/2019",23,NA,NA,NA,NA,NA
"904","7/12/2019",23,NA,NA,NA,NA,NA
"905","8/12/2019",35,NA,NA,NA,NA,NA
"906","9/12/2019",29,NA,NA,NA,NA,NA
"907","10/12/2019",32,NA,NA,NA,NA,NA
"908","11/12/2019",29,NA,NA,NA,NA,NA
"909","12/12/2019",19,NA,NA,NA,NA,NA
"910","13/12/2019",23,NA,NA,NA,NA,NA
"911","14/12/2019",24,NA,NA,NA,NA,NA
"912","15/12/2019",19,NA,NA,NA,NA,NA
"913","16/12/2019",14,NA,NA,NA,NA,NA
"914","17/12/2019",26,NA,NA,NA,NA,NA
"915","18/12/2019",34,NA,NA,NA,NA,NA
"916","19/12/2019",44,NA,NA,NA,NA,NA
